        0.00000        0.00000              9              9              1
        0.00000        0.01259              9             10              1
        0.00000        0.02518              9             11              1
        0.00000        0.03776              9             12              1
        0.00000        0.05035              9             13              1
        0.00000        0.06294              9             14              1
        0.00000        0.07553              9             15              1
        0.00000        0.08812              9             16              1
        0.00000        0.10071              9             17              1
        0.01259        0.00000             10              9              1
        0.01259        0.01259             10             10              1
        0.01259        0.02518             10             11              1
        0.01259        0.03776             10             12              1
        0.01259        0.05035             10             13              1
        0.01259        0.06294             10             14              1
        0.01259        0.07553             10             15              1
        0.01259        0.08812             10             16              1
        0.01259        0.10071             10             17              1
        0.02518        0.00000             11              9              1
        0.02518        0.01259             11             10              1
        0.02518        0.02518             11             11              1
        0.02518        0.03776             11             12              1
        0.02518        0.05035             11             13              1
        0.02518        0.06294             11             14              1
        0.02518        0.07553             11             15              1
        0.02518        0.08812             11             16              1
        0.02518        0.10071             11             17              1
        0.03776        0.00000             12              9              1
        0.03776        0.01259             12             10              1
        0.03776        0.02518             12             11              1
        0.03776        0.03776             12             12              1
        0.03776        0.05035             12             13              1
        0.03776        0.06294             12             14              1
        0.03776        0.07553             12             15              1
        0.03776        0.08812             12             16              1
        0.03776        0.10071             12             17              1
        0.05035        0.00000             13              9              1
        0.05035        0.01259             13             10              1
        0.05035        0.02518             13             11              1
        0.05035        0.03776             13             12              1
        0.05035        0.05035             13             13              1
        0.05035        0.06294             13             14              1
        0.05035        0.07553             13             15              1
        0.05035        0.08812             13             16              1
        0.05035        0.10071             13             17              1
        0.06294        0.00000             14              9              1
        0.06294        0.01259             14             10              1
        0.06294        0.02518             14             11              1
        0.06294        0.03776             14             12              1
        0.06294        0.05035             14             13              1
        0.06294        0.06294             14             14              1
        0.06294        0.07553             14             15              1
        0.06294        0.08812             14             16              1
        0.06294        0.10071             14             17              1
        0.07553        0.00000             15              9              1
        0.07553        0.01259             15             10              1
        0.07553        0.02518             15             11              1
        0.07553        0.03776             15             12              1
        0.07553        0.05035             15             13              1
        0.07553        0.06294             15             14              1
        0.07553        0.07553             15             15              1
        0.07553        0.08812             15             16              1
        0.07553        0.10071             15             17              1
        0.08812        0.00000             16              9              1
        0.08812        0.01259             16             10              1
        0.08812        0.02518             16             11              1
        0.08812        0.03776             16             12              1
        0.08812        0.05035             16             13              1
        0.08812        0.06294             16             14              1
        0.08812        0.07553             16             15              1
        0.08812        0.08812             16             16              1
        0.08812        0.10071             16             17              1
        0.10071        0.00000             17              9              1
        0.10071        0.01259             17             10              1
        0.10071        0.02518             17             11              1
        0.10071        0.03776             17             12              1
        0.10071        0.05035             17             13              1
        0.10071        0.06294             17             14              1
        0.10071        0.07553             17             15              1
        0.10071        0.08812             17             16              1
        0.10071        0.10071             17             17              1
        0.11434        0.00000              1              9              2
        0.11434        0.01259              1             10              2
        0.11434        0.02518              1             11              2
        0.11434        0.03776              1             12              2
        0.11434        0.05035              1             13              2
        0.11434        0.06294              1             14              2
        0.11434        0.07553              1             15              2
        0.11434        0.08812              1             16              2
        0.11434        0.10071              1             17              2
        0.12693        0.00000              2              9              2
        0.12693        0.01259              2             10              2
        0.12693        0.02518              2             11              2
        0.12693        0.03776              2             12              2
        0.12693        0.05035              2             13              2
        0.12693        0.06294              2             14              2
        0.12693        0.07553              2             15              2
        0.12693        0.08812              2             16              2
        0.12693        0.10071              2             17              2
        0.13952        0.00000              3              9              2
        0.13952        0.01259              3             10              2
        0.13952        0.02518              3             11              2
        0.13952        0.03776              3             12              2
        0.13952        0.05035              3             13              2
        0.13952        0.06294              3             14              2
        0.13952        0.07553              3             15              2
        0.13952        0.08812              3             16              2
        0.13952        0.10071              3             17              2
        0.15211        0.00000              4              9              2
        0.15211        0.01259              4             10              2
        0.15211        0.02518              4             11              2
        0.15211        0.03776              4             12              2
        0.15211        0.05035              4             13              2
        0.15211        0.06294              4             14              2
        0.15211        0.07553              4             15              2
        0.15211        0.08812              4             16              2
        0.15211        0.10071              4             17              2
        0.16470        0.00000              5              9              2
        0.16470        0.01259              5             10              2
        0.16470        0.02518              5             11              2
        0.16470        0.03776              5             12              2
        0.16470        0.05035              5             13              2
        0.16470        0.06294              5             14              2
        0.16470        0.07553              5             15              2
        0.16470        0.08812              5             16              2
        0.16470        0.10071              5             17              2
        0.17729        0.00000              6              9              2
        0.17729        0.01259              6             10              2
        0.17729        0.02518              6             11              2
        0.17729        0.03776              6             12              2
        0.17729        0.05035              6             13              2
        0.17729        0.06294              6             14              2
        0.17729        0.07553              6             15              2
        0.17729        0.08812              6             16              2
        0.17729        0.10071              6             17              2
        0.18987        0.00000              7              9              2
        0.18987        0.01259              7             10              2
        0.18987        0.02518              7             11              2
        0.18987        0.03776              7             12              2
        0.18987        0.05035              7             13              2
        0.18987        0.06294              7             14              2
        0.18987        0.07553              7             15              2
        0.18987        0.08812              7             16              2
        0.18987        0.10071              7             17              2
        0.20246        0.00000              8              9              2
        0.20246        0.01259              8             10              2
        0.20246        0.02518              8             11              2
        0.20246        0.03776              8             12              2
        0.20246        0.05035              8             13              2
        0.20246        0.06294              8             14              2
        0.20246        0.07553              8             15              2
        0.20246        0.08812              8             16              2
        0.20246        0.10071              8             17              2
        0.21505        0.00000              9              9              2
        0.21505        0.01259              9             10              2
